Postcode,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region
AB1 0ND,57.102921,-2.29451,382257,801366,NJ822013,"","Aberdeenshire","Stonehaven and Lower Deeside", S12000034,S13002506,Scotland,S99999999,"West Aberdeenshire and Kincardine",1980-01-01,1996-06-01,"","",,,"","","Dunecht, Durris and Drumoak - 05","Accessible rural area",
AB1 0NE,57.101554,-2.258417,384443,801205,NJ844012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0NJ,57.10346,-2.290603,382494,801425,NJ824014,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0NL,57.105201,-2.279391,383174,801616,NJ831016,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0NN,57.104165,-2.276973,383320,801500,NJ833015,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",
AB1 0NP,57.10478,-2.270639,383704,801567,NJ837015,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible small town",
AB1 0NQ,57.103036,-2.258642,384430,801370,NJ844013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0NR,57.103036,-2.258642,384430,801370,NJ844013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1995-12-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0NS,57.107622,-2.269273,383788,801883,NJ837018,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0NT,57.107957,-2.276259,383365,801922,NJ833019,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0NX,57.106839,-2.286403,382750,801800,NJ827018,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PA,57.110973,-2.285444,382810,802260,NJ828022,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PB,57.125068,-2.296784,382130,803832,NJ821038,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PD,57.119153,-2.294738,382251,803173,NJ822031,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PE,57.126902,-2.280479,383118,804032,NJ831040,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PG,57.108994,-2.286585,382740,802040,NJ827020,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PJ,57.108489,-2.29155,382439,801985,NJ824019,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PL,57.108083,-2.292075,382407,801940,NJ824019,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PN,57.106272,-2.305631,381585,801742,NJ815017,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PP,57.110648,-2.323085,380530,802234,NJ805022,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PQ,57.109443,-2.337306,379668,802104,NJ796021,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PR,57.12131,-2.330229,380103,803423,NJ801034,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",
AB1 0PS,57.095928,-2.264039,384100,800580,NJ841005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1985-11-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0PT,57.09493,-2.264576,384067,800469,NJ840004,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",
AB1 0PU,57.094374,-2.26416,384092,800407,NJ840004,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1985-11-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",
AB1 0PX,57.095415,-2.264745,384057,800523,NJ840005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",
AB1 0QA,57.095298,-2.26486,384050,800510,NJ840005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1973-08-01,1990-06-01,"","",,,"","","Culter - 01","Accessible small town",
AB1 0QB,57.096589,-2.261485,384255,800653,NJ842006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0QD,57.09722,-2.26045,384318,800723,NJ843007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0QG,57.096964,-2.262973,384165,800695,NJ841006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1990-09-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0QJ,57.097785,-2.261098,384279,800786,NJ842007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0QL,57.096768,-2.257509,384496,800672,NJ844006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0QN,57.097361,-2.25753,384495,800738,NJ844007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0QP,57.098229,-2.254945,384652,800834,NJ846008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0QQ,57.09878,-2.253529,384738,800895,NJ847008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Cults, Bieldside and Milltimber West - 02","Accessible small town",
AB1 0QR,57.097603,-2.253356,384748,800764,NJ847007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0QS,57.097884,-2.252401,384806,800795,NJ848007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Cults, Bieldside and Milltimber West - 02","Accessible small town",
AB1 0QT,57.098758,-2.255543,384616,800893,NJ846008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0QX,57.098904,-2.254009,384709,800909,NJ847009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Cults, Bieldside and Milltimber West - 02","Accessible small town",
AB1 0RA,57.099243,-2.255397,384625,800947,NJ846009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Cults, Bieldside and Milltimber West - 02","Accessible small town",
AB1 0RB,57.099859,-2.257349,384507,801016,NJ845010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0RD,57.100712,-2.257339,384508,801111,NJ845011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0RE,57.102022,-2.266657,383944,801259,NJ839012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",
AB1 0RF,57.103205,-2.267871,383871,801391,NJ838013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1992-10-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",
AB1 0RH,57.10212,-2.267351,383902,801270,NJ839012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",
AB1 0RJ,57.100437,-2.25567,384609,801080,NJ846010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0RL,57.100416,-2.257254,384513,801078,NJ845010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0RN,57.099457,-2.260631,384308,800972,NJ843009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0RP,57.098941,-2.258234,384453,800914,NJ844009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0RQ,57.098529,-2.25729,384510,800868,NJ845008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0RR,57.096009,-2.263907,384108,800589,NJ841005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0RS,57.096413,-2.264191,384091,800634,NJ840006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0RT,57.09723,-2.26418,384092,800725,NJ840007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0RU,57.101965,-2.268208,383850,801253,NJ838012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",
AB1 0RW,57.102089,-2.269134,383794,801267,NJ837012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",
AB1 0RX,57.098302,-2.263181,384153,800844,NJ841008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0RY,57.102512,-2.26846,383835,801314,NJ838013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",
AB1 0RZ,57.102704,-2.267124,383916,801335,NJ839013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",
AB1 0SA,57.09756,-2.265717,383999,800762,NJ839007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",
AB1 0SB,57.096966,-2.266142,383973,800696,NJ839006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",
AB1 0SD,57.097963,-2.265951,383985,800807,NJ839008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0SE,57.102152,-2.268936,383806,801274,NJ838012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",
AB1 0SF,57.097834,-2.267452,383894,800793,NJ838007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",
AB1 0SG,57.096767,-2.266933,383925,800674,NJ839006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1990-06-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",
AB1 0SH,57.099305,-2.26469,384062,800956,NJ840009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0SJ,57.098578,-2.264388,384080,800875,NJ840008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0SL,57.098703,-2.264752,384058,800889,NJ840008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0SN,57.099397,-2.263436,384138,800966,NJ841009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0SP,57.099723,-2.262168,384215,801002,NJ842010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0SQ,57.100792,-2.26234,384205,801121,NJ842011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0SR,57.100586,-2.261992,384226,801098,NJ842010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0SS,57.100078,-2.259744,384362,801041,NJ843010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0ST,57.100246,-2.261363,384264,801060,NJ842010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",
AB1 0SU,57.097788,-2.26831,383842,800788,NJ838007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1994-05-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",
AB1 0SX,57.099978,-2.264596,384068,801031,NJ840010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0TA,57.100301,-2.264945,384047,801067,NJ840010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0TB,57.100326,-2.266133,383975,801070,NJ839010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",
AB1 0TD,57.100679,-2.264815,384055,801109,NJ840011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0TJ,57.101055,-2.265049,384041,801151,NJ840011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",
AB1 0TL,57.1009,-2.266286,383966,801134,NJ839011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",
AB1 0TN,57.100636,-2.268017,383861,801105,NJ838011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",
AB1 0TP,57.100914,-2.268102,383856,801136,NJ838011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",
AB1 0TQ,57.10156,-2.268486,383833,801208,NJ838012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",
